booking_id,passenger_id,flight_id,seat_number,ticket_price,booking_date
5690,1716,957,84,14165,2024-01-31
5691,1762,1114,166,9180,2024-03-06
5692,1255,1064,60,4490,2024-05-26
5693,2109,1070,1,10917,2024-02-22
5694,1676,607,5,13995,2024-04-04
5695,1092,774,63,6381,2024-05-29
5696,2093,246,164,14019,2024-01-23
5697,1037,799,65,7987,2024-05-22
5698,1140,811,78,9425,2024-06-02
5699,1867,1007,152,14857,2024-05-10
5700,1680,1111,132,5619,2024-03-27
5701,1137,253,114,13079,2024-05-27
5702,1190,1184,25,8060,2024-05-04
5703,1342,904,135,10689,2024-04-18
5704,2029,1159,141,5976,2024-02-09
5705,1972,676,43,2704,2024-04-30
5706,1662,792,57,7452,2024-02-08
5707,1243,216,164,14849,2024-04-29
5708,1415,560,142,8094,2024-01-18
5709,1707,687,72,14319,2024-06-17
5710,1343,1038,27,5681,2024-06-03
5711,1682,906,128,6138,2024-05-22
5712,1653,702,106,3916,2024-02-06
5713,1146,341,165,11566,2024-01-05
5714,1323,820,71,9501,2024-03-13
5715,1122,1015,153,3845,2024-05-14
5716,1311,977,67,6654,2024-02-10
5717,1601,647,90,8413,2024-01-10
5718,1475,490,4,10111,2024-06-02
5719,1570,409,106,9990,2024-03-08
5720,1575,675,79,11628,2024-01-24
5721,1347,613,96,5090,2024-03-18
5722,1820,877,93,3370,2024-06-17
5723,1382,627,74,3928,2024-05-24
5724,1072,1054,126,3636,2024-04-18
5725,1521,571,16,8180,2024-01-24
5726,1933,1032,147,10283,2024-06-03
5727,2118,864,157,3843,2024-01-07
5728,1339,1167,116,10376,2024-03-13
5729,1664,490,179,11763,2024-04-16
5730,1040,632,18,2831,2024-04-08
5731,1574,468,172,14632,2024-05-01
5732,1966,351,16,7538,2024-01-12
5733,1581,919,130,7315,2024-03-25
5734,1170,455,56,12317,2024-01-03
5735,1701,553,79,14454,2024-03-19
5736,1511,577,103,10455,2024-03-25
5737,1584,853,28,7327,2024-01-10
5738,1984,1055,5,3286,2024-02-02
5739,1459,558,106,3529,2024-02-15
5740,1529,808,22,12000,2024-02-28
5741,1341,1141,117,8655,2024-02-21
5742,1057,570,100,3877,2024-01-06
5743,1218,427,13,11941,2024-05-09
5744,1619,905,65,12101,2024-01-29
5745,1816,503,144,12815,2024-04-28
5746,1731,1026,86,7431,2024-06-16
5747,1464,589,64,11389,2024-04-06
5748,1247,577,32,4478,2024-03-08
5749,1730,1173,80,12702,2024-06-05
5750,1373,318,51,2100,2024-02-29
5751,1417,205,79,5087,2024-05-03
5752,2055,644,174,7828,2024-03-24
5753,1368,552,106,9425,2024-02-10
5754,1559,955,63,12111,2024-04-22
5755,1108,733,76,4291,2024-03-05
5756,1584,864,60,7467,2024-03-19
5757,1839,840,65,13512,2024-03-03
5758,1418,324,117,10296,2024-06-24
5759,1821,858,81,2693,2024-05-27
5760,1683,477,105,7786,2024-04-27
5761,2140,1022,128,7406,2024-02-06
5762,1256,594,71,13432,2024-03-04
5763,2105,864,86,5491,2024-03-26
5764,1780,560,154,5392,2024-05-12
5765,2152,823,140,4268,2024-02-03
5766,1838,669,71,7632,2024-02-08
5767,1915,1185,46,5783,2024-03-07
5768,1235,828,47,13704,2024-03-02
5769,1553,900,79,11081,2024-03-28
5770,1181,257,166,7973,2024-05-31
5771,1157,451,149,7969,2024-05-10
5772,1571,1096,142,10981,2024-04-18
5773,1857,1119,130,6648,2024-03-29
5774,2048,350,127,6939,2024-03-07
5775,1948,652,109,10850,2024-03-19
5776,1592,362,119,10024,2024-06-26
5777,1134,320,101,9857,2024-01-29
5778,1421,782,161,3018,2024-03-14
5779,1213,1124,6,3953,2024-02-01
5780,1900,551,126,11382,2024-03-27
5781,1482,299,103,13898,2024-02-08
5782,1348,367,37,5657,2024-05-16
5783,1166,1010,142,6846,2024-04-10
5784,1937,863,37,4296,2024-05-21
5785,1348,1038,8,2774,2024-03-08
5786,1849,1176,77,4811,2024-05-27
5787,1398,714,141,11572,2024-01-28
5788,1583,864,40,5182,2024-01-14
5789,1726,601,107,14979,2024-06-20
5790,1308,565,92,9867,2024-03-17
5791,1991,777,18,6329,2024-04-25
5792,1798,526,57,8167,2024-06-15
5793,1719,781,83,5097,2024-01-28
5794,1466,833,166,3404,2024-03-29
5795,1099,821,32,13993,2024-02-01
5796,1158,1028,25,7101,2024-05-16
5797,1610,447,33,3369,2024-06-04
5798,1554,634,88,7497,2024-04-04
5799,1651,293,158,8665,2024-01-17
5800,1920,468,104,4064,2024-04-26
5801,1227,815,34,12484,2024-03-17
5802,1423,1143,102,4765,2024-02-24
5803,2096,1163,127,4817,2024-01-10
5804,1243,824,69,9791,2024-03-20
5805,1530,521,176,2716,2024-05-13
5806,2069,1123,40,6040,2024-06-24
5807,1371,1016,179,3711,2024-04-25
5808,1652,1056,80,11417,2024-06-17
5809,1689,262,141,7367,2024-03-19
5810,1734,500,31,8261,2024-02-29
5811,1092,603,116,2008,2024-02-11
5812,2046,1155,167,10789,2024-04-25
5813,1172,848,63,6118,2024-04-18
5814,2101,767,48,8086,2024-03-11
5815,1179,820,87,8383,2024-06-04
5816,1238,503,48,11800,2024-04-11
5817,2159,970,61,13223,2024-01-13
5818,1877,453,140,5667,2024-01-15
5819,1902,934,78,4246,2024-02-05
5820,1280,678,18,5626,2024-01-15
5821,2043,569,155,14263,2024-04-26
5822,1740,879,28,4822,2024-03-15
5823,1371,1141,80,10283,2024-02-25
5824,2136,360,16,2850,2024-04-04
5825,1870,1161,77,3107,2024-05-11
5826,2019,366,137,2299,2024-02-21
5827,1221,405,26,10102,2024-05-17
5828,1920,467,28,12535,2024-06-21
5829,1304,338,105,11669,2024-03-24
5830,1438,568,77,7400,2024-01-29
5831,2194,643,164,3082,2024-02-22
5832,1375,1058,9,13148,2024-06-05
5833,1381,960,175,13110,2024-05-30
5834,1986,767,51,10167,2024-06-26
5835,1014,1116,76,11557,2024-01-21
5836,1743,921,122,4800,2024-04-21
5837,1669,217,32,13728,2024-06-19
5838,1500,268,57,5951,2024-05-17
5839,1565,333,54,12301,2024-03-16
5840,1530,900,116,10967,2024-01-30
5841,1492,1119,144,8768,2024-05-04
5842,1755,630,62,3452,2024-02-20
5843,1300,508,84,3681,2024-06-09
5844,1815,850,56,4303,2024-05-25
5845,1547,374,23,9157,2024-03-18
5846,1727,612,17,3851,2024-01-22
5847,1731,297,166,3897,2024-03-04
5848,1828,883,158,7825,2024-01-21
5849,1602,354,78,13610,2024-05-08
5850,2032,895,22,13789,2024-04-16
5851,1768,442,108,11519,2024-04-25
5852,1875,504,17,10806,2024-05-03
5853,1937,485,15,2244,2024-05-22
5854,1131,227,114,10948,2024-02-05
5855,1608,602,48,11015,2024-02-16
5856,1026,560,160,13019,2024-02-01
5857,1635,260,113,5807,2024-06-22
5858,1484,402,168,4779,2024-02-23
5859,1680,962,97,3846,2024-06-09
5860,2075,1074,91,9021,2024-06-15
5861,1005,781,16,11432,2024-01-23
5862,1589,1170,156,14803,2024-06-19
5863,2184,570,98,2473,2024-01-02
5864,1208,733,111,6131,2024-06-14
5865,1257,352,1,13441,2024-06-05
5866,1011,302,41,3792,2024-04-19
5867,1949,1099,48,3734,2024-05-03
5868,1008,1200,159,9215,2024-03-07
5869,1936,807,164,9229,2024-03-11
5870,1032,646,108,7188,2024-06-12
5871,1540,1073,161,14134,2024-01-29
5872,2005,429,161,7281,2024-04-28
5873,1387,325,103,7858,2024-06-13
5874,1640,970,128,2944,2024-04-22
5875,1207,1034,151,3511,2024-02-14
5876,1557,1199,30,6081,2024-01-16
5877,1348,1081,45,14718,2024-01-31
5878,1793,1138,80,8118,2024-06-10
5879,1234,436,39,2858,2024-02-19
5880,2068,362,45,5560,2024-05-01
5881,2006,754,78,10421,2024-06-19
5882,1737,988,81,12609,2024-01-15
5883,1942,553,140,10369,2024-06-24
5884,2166,268,93,14120,2024-02-18
5885,1176,373,32,4615,2024-06-20
5886,1449,1043,24,3613,2024-01-10
5887,1592,837,116,4840,2024-01-20
5888,1082,882,13,13139,2024-03-10
5889,1135,759,148,3774,2024-01-08
5890,1856,461,79,5871,2024-06-21
5891,2165,417,56,10273,2024-02-03
5892,1440,1017,53,2845,2024-06-27
5893,2080,324,68,13001,2024-01-04
5894,1697,1005,34,11408,2024-04-17
5895,1419,362,28,14905,2024-06-15
5896,1088,401,50,5260,2024-01-24
5897,1656,654,130,5145,2024-02-24
5898,2032,602,111,9802,2024-01-26
5899,1215,662,94,4263,2024-01-25
5900,1552,475,154,12529,2024-02-05
5901,1503,406,179,10636,2024-03-11
5902,1699,240,47,10155,2024-01-12
5903,1245,473,26,2922,2024-05-08
5904,1309,900,84,8695,2024-04-25
5905,1231,1067,106,6288,2024-06-26
5906,1155,293,92,7758,2024-06-01
5907,2199,242,120,14576,2024-05-12
5908,1848,665,75,10131,2024-03-23
5909,1115,579,122,4630,2024-01-06
5910,1311,307,151,9816,2024-01-26
5911,1993,528,165,11359,2024-04-22
5912,1300,265,41,9556,2024-04-12
5913,2042,565,52,14155,2024-04-29
5914,1784,1021,82,7930,2024-06-15
5915,1012,684,177,13633,2024-01-09
5916,1232,847,155,9000,2024-02-14
5917,1955,1101,134,5512,2024-01-14
5918,1730,224,74,8066,2024-04-21
5919,2018,740,66,11087,2024-02-24
5920,1999,262,24,5722,2024-05-16
5921,1303,691,166,7648,2024-01-15
5922,1541,473,28,4060,2024-02-06
5923,1470,429,156,5034,2024-06-26
5924,1813,220,117,4387,2024-05-06
5925,1077,203,114,9008,2024-04-26
5926,2020,621,61,12089,2024-03-24
5927,1024,930,174,10031,2024-03-12
5928,2039,1111,69,3799,2024-04-05
5929,1676,507,114,6407,2024-04-20
5930,1525,632,75,4780,2024-05-28
5931,1347,336,171,3127,2024-04-14
5932,1172,1109,59,10530,2024-05-26
5933,1712,1144,130,9365,2024-02-27
5934,1489,715,15,9611,2024-04-04
5935,1378,393,105,14646,2024-04-27
5936,2188,785,165,9535,2024-01-06
5937,1372,615,148,11364,2024-01-04
5938,2000,1073,98,4808,2024-02-12
5939,1977,318,35,13221,2024-04-02
5940,1757,866,162,12281,2024-02-11
5941,1477,409,31,6297,2024-01-03
5942,1382,1152,127,13209,2024-05-08
5943,1155,234,19,6559,2024-01-15
5944,1257,849,24,2448,2024-02-16
5945,1674,518,84,7008,2024-03-25
5946,1068,320,167,6893,2024-06-22
5947,1344,827,92,2793,2024-02-27
5948,1673,725,167,2436,2024-02-08
5949,1391,781,145,8012,2024-05-10
5950,1259,1137,147,7869,2024-06-06
5951,1307,1045,118,14818,2024-02-04
5952,2119,969,176,14852,2024-06-05
5953,1950,289,163,3620,2024-06-26
5954,1970,712,160,13693,2024-02-21
5955,1246,247,175,13111,2024-04-27
5956,1733,972,47,6308,2024-01-14
5957,1187,940,174,2948,2024-06-11
5958,1925,1159,103,5944,2024-06-04
5959,1785,892,121,11319,2024-01-30
5960,1408,722,163,2191,2024-03-30
5961,2149,484,94,14204,2024-05-14
5962,1341,577,145,13952,2024-06-15
5963,1563,838,42,13922,2024-04-04
5964,1651,334,111,3403,2024-03-09
5965,1952,867,29,3990,2024-06-11
5966,2194,448,124,3104,2024-05-06
5967,2063,852,17,14992,2024-02-21
5968,1069,518,14,2548,2024-05-21
5969,1381,636,152,13640,2024-03-03
5970,1057,376,50,12053,2024-02-05
5971,1850,1035,57,14441,2024-03-31
5972,2123,886,104,7761,2024-05-31
5973,1916,1193,39,10762,2024-06-16
5974,1325,786,96,9903,2024-06-05
5975,1461,551,36,3784,2024-02-22
5976,1179,343,114,12479,2024-04-18
5977,1844,1167,37,12613,2024-05-29
5978,1574,1004,14,14164,2024-03-12
5979,1119,598,155,2804,2024-01-15
5980,1549,824,123,10990,2024-04-22
5981,1646,918,83,13467,2024-03-09
5982,1026,843,159,10802,2024-04-25
5983,2032,569,73,9517,2024-01-04
5984,1969,701,102,8831,2024-03-15
5985,1533,822,81,8917,2024-05-25
5986,1149,570,83,11998,2024-02-11
5987,2049,779,44,6238,2024-01-30
5988,1655,582,68,5260,2024-05-22
5989,1945,286,48,6367,2024-03-10
5990,1555,987,57,7651,2024-01-16
5991,1425,939,75,5371,2024-04-20
5992,1293,660,22,12665,2024-04-13
5993,1554,1150,132,4093,2024-04-16
5994,1431,525,46,12334,2024-05-02
5995,1604,722,162,6001,2024-06-10
5996,1317,689,11,8556,2024-01-27
5997,1398,1129,31,9810,2024-01-13
5998,1596,597,139,13272,2024-06-03
5999,1546,1096,120,6554,2024-03-13
6000,1076,555,56,11624,2024-03-26
6001,1865,1147,38,4517,2024-01-31
6002,1916,488,21,13049,2024-01-03
6003,1709,659,110,10697,2024-01-30
6004,1486,824,94,7805,2024-05-28
6005,2112,1198,138,3096,2024-04-08
6006,1747,736,154,14371,2024-05-13
6007,2031,491,136,14346,2024-06-08
6008,1550,1051,8,11236,2024-06-18
6009,1976,1038,72,9061,2024-06-08
6010,2076,368,119,4204,2024-04-08
6011,1942,1150,34,5902,2024-03-26
6012,1919,821,144,3352,2024-06-15
6013,2167,628,105,3596,2024-03-04
6014,1363,902,141,10767,2024-04-27
6015,1382,690,87,8980,2024-06-06
6016,1271,555,150,2679,2024-04-23
6017,2038,396,155,14490,2024-06-07
6018,1298,745,64,5712,2024-03-27
6019,2004,917,2,14020,2024-02-09
6020,1234,1024,109,11321,2024-06-09
6021,1575,1132,26,14096,2024-01-25
6022,1027,894,83,13385,2024-06-12
6023,1093,859,107,10509,2024-05-31
6024,1617,1139,69,7301,2024-04-04
6025,1309,980,97,7734,2024-06-15
6026,1052,211,30,9981,2024-02-15
6027,1319,782,8,7892,2024-05-17
6028,1181,456,38,5696,2024-02-01
6029,2144,596,81,14693,2024-04-06
6030,1875,931,108,9129,2024-06-12
6031,2067,1009,65,4996,2024-06-04
6032,1647,609,67,9237,2024-05-23
6033,1197,562,174,9327,2024-01-16
6034,1645,459,90,9407,2024-01-18
6035,1971,203,95,13786,2024-05-15
6036,1255,284,72,13401,2024-03-15
6037,1732,356,43,4542,2024-01-01
6038,1336,863,46,2678,2024-05-04
6039,1990,376,125,7366,2024-02-07
6040,1900,907,163,12081,2024-02-14
6041,1514,1138,39,7643,2024-03-21
6042,1242,672,51,9410,2024-05-08
6043,1149,819,4,11835,2024-02-01
6044,1757,624,121,7541,2024-05-15
6045,1620,334,80,2834,2024-04-27
6046,1453,988,77,12433,2024-02-09
6047,1212,1107,179,12547,2024-03-14
6048,1668,1064,133,11860,2024-04-20
6049,1594,580,55,8026,2024-04-12
6050,1131,867,20,12745,2024-04-12
6051,1612,477,152,10472,2024-03-14
6052,1256,436,164,9970,2024-06-12
6053,1561,952,34,8818,2024-04-23
6054,1063,1082,122,7028,2024-05-02
6055,1407,213,109,12954,2024-02-26
6056,1802,542,126,6703,2024-03-14
6057,2129,235,54,14770,2024-03-23
6058,1015,759,162,11438,2024-06-21
6059,1259,414,145,3772,2024-03-19
6060,1723,612,133,4164,2024-05-09
6061,1614,605,89,9111,2024-04-02
6062,2069,694,146,10383,2024-02-19
6063,1813,858,53,4835,2024-01-29
6064,1331,359,50,4665,2024-03-21
6065,1165,1156,72,8113,2024-01-10
6066,2089,837,173,4563,2024-06-03
6067,1387,310,141,10498,2024-04-26
6068,2054,749,16,10131,2024-05-22
6069,1328,989,13,10723,2024-02-29
6070,1320,726,20,14409,2024-06-07
6071,1399,1185,66,4696,2024-05-28
6072,1105,547,47,6687,2024-02-29
6073,1696,944,147,9321,2024-02-27
6074,2017,1028,173,9013,2024-06-17
6075,1330,836,165,9704,2024-06-22
6076,1660,479,122,7571,2024-02-14
6077,2071,679,54,9336,2024-05-03
6078,1599,311,6,2058,2024-01-26
6079,1821,836,14,11765,2024-04-11
6080,1641,1125,132,3140,2024-02-20
6081,1314,631,86,12002,2024-06-12
6082,2171,742,162,13390,2024-02-21
6083,1462,315,27,13668,2024-02-20
6084,1486,290,7,14686,2024-05-10
6085,1410,412,131,4562,2024-01-14
6086,1027,750,175,4852,2024-06-25
6087,2053,795,2,8641,2024-01-01
6088,1271,739,80,2941,2024-05-24
6089,1686,929,153,14815,2024-06-26
6090,1501,560,60,8541,2024-01-14
6091,1385,686,24,11966,2024-03-21
6092,1060,572,15,9430,2024-01-03
6093,2131,415,95,3421,2024-04-07
6094,1220,933,142,7765,2024-02-09
6095,1771,215,134,2435,2024-03-29
6096,1564,1155,81,2839,2024-05-04
6097,1546,459,18,6001,2024-06-10
6098,1096,978,20,14647,2024-04-04
6099,1989,663,115,7248,2024-01-09
6100,2113,320,40,6959,2024-04-03
6101,1828,1176,39,12873,2024-03-24
6102,1231,1113,32,3650,2024-01-21
6103,1968,328,124,7828,2024-01-25
6104,1275,923,108,11437,2024-04-11
6105,1246,723,27,4261,2024-05-01
6106,1111,888,110,11107,2024-06-20
6107,1234,845,97,12831,2024-01-25
6108,1417,525,74,7894,2024-05-16
6109,1678,520,17,8278,2024-04-12
6110,2152,706,49,5889,2024-06-02
6111,1803,726,81,8897,2024-02-26
6112,1619,250,116,14673,2024-02-06
6113,2152,1122,23,3326,2024-01-16
6114,1707,784,98,7901,2024-02-06
6115,1851,269,72,5358,2024-03-16
6116,1475,591,141,3585,2024-05-31
6117,1655,583,151,13560,2024-01-26
6118,1395,216,57,7645,2024-01-20
6119,1111,639,148,2388,2024-05-16
6120,1090,1046,86,4791,2024-04-12
6121,1763,1069,23,5332,2024-01-29
6122,2125,768,105,2703,2024-01-31
6123,1132,817,163,7834,2024-01-19
6124,2037,332,67,4820,2024-05-27
6125,1457,1196,34,10053,2024-01-27
6126,1098,760,33,6959,2024-04-03
6127,2144,448,46,3059,2024-03-25
6128,1293,473,81,14366,2024-02-13
6129,2025,823,173,11490,2024-06-11
6130,1572,1132,147,3301,2024-04-22
6131,1250,1038,87,10865,2024-05-29
6132,1652,1048,15,12551,2024-03-14
6133,1149,549,123,9696,2024-03-27
6134,1044,684,121,6299,2024-05-22
6135,2068,750,78,8071,2024-04-03
6136,2102,557,66,6112,2024-04-07
6137,1162,952,39,9881,2024-05-20
6138,1253,518,18,14763,2024-05-11
6139,1132,833,160,13774,2024-02-25
6140,1474,248,21,11208,2024-05-30
6141,2133,210,168,10401,2024-04-06
6142,1706,433,27,2498,2024-04-07
6143,2059,236,2,10620,2024-02-03
6144,1275,613,97,9245,2024-04-09
6145,1187,662,39,13831,2024-05-24
6146,1949,204,56,13343,2024-06-04
6147,1243,244,107,4105,2024-01-14
6148,1264,768,127,11745,2024-06-10
6149,1522,754,13,7327,2024-04-21
6150,1963,455,126,7630,2024-03-15
6151,1783,940,56,5206,2024-04-06
6152,2111,314,28,9137,2024-04-30
6153,1535,949,64,4569,2024-02-24
6154,1210,597,71,4628,2024-04-26
6155,1046,374,169,12068,2024-04-02
6156,1026,455,119,8764,2024-02-06
6157,1175,666,100,3067,2024-01-26
6158,1322,1129,41,3506,2024-03-07
6159,2159,477,4,5013,2024-03-24
6160,1055,664,158,11859,2024-06-28
6161,2180,1047,88,14780,2024-01-18
6162,1668,702,84,8642,2024-01-27
6163,1147,641,46,14892,2024-01-31
6164,1599,269,159,6066,2024-04-15
6165,1020,709,88,2947,2024-05-08
6166,1333,526,7,6389,2024-01-06
6167,1907,942,77,10143,2024-01-11
6168,1944,267,136,3171,2024-06-10
6169,1911,504,172,8114,2024-01-18
6170,1401,1172,141,2171,2024-01-21
6171,1950,684,93,7682,2024-01-19
6172,1028,1129,20,14818,2024-01-04
6173,1467,748,78,11335,2024-03-17
6174,1982,617,160,12051,2024-04-25
6175,1101,359,178,7856,2024-06-05
6176,1551,349,27,8209,2024-01-25
6177,1802,227,120,12380,2024-03-17
6178,1353,1187,25,12685,2024-06-03
6179,1296,784,52,5577,2024-02-18
6180,1353,448,21,10380,2024-03-05
6181,1908,301,18,6076,2024-06-14
6182,2154,902,39,2157,2024-03-23
6183,2019,296,15,9777,2024-06-28
6184,2180,584,53,4717,2024-01-01
6185,2098,482,38,12162,2024-06-16
6186,2114,522,176,10437,2024-03-21
6187,1455,596,52,13095,2024-01-21
6188,1712,478,72,4795,2024-03-26
6189,1980,729,28,9200,2024-01-15
6190,1739,463,144,9528,2024-02-19
6191,1977,819,118,14016,2024-02-17
6192,1233,780,144,4377,2024-06-08
6193,2024,840,35,11041,2024-02-18
6194,1102,493,145,3810,2024-04-17
6195,1953,494,99,7190,2024-02-14
6196,1481,808,52,7432,2024-02-01
6197,1108,595,140,14178,2024-05-11
6198,2189,713,83,9895,2024-04-06
6199,1973,1121,48,4126,2024-03-20
6200,1704,1010,22,14456,2024-05-25
