flight_id,airline,source_city,destination_city,departure_hour,duration_hours,total_seats
751,Indigo,Pune,Delhi,12,2,165
752,Air India,Hyderabad,Chennai,13,1,150
753,Akasa Air,Pune,Mumbai,21,2,151
754,Akasa Air,Hyderabad,Kolkata,6,2,151
755,Akasa Air,Ahmedabad,Ahmedabad,13,1,172
756,Air India,Kolkata,Bangalore,23,4,180
757,Akasa Air,Pune,Mumbai,9,2,165
758,SpiceJet,Hyderabad,Delhi,16,4,193
759,Air India,Pune,Delhi,13,1,199
760,SpiceJet,Kolkata,Ahmedabad,7,3,126
761,Air India,Ahmedabad,Mumbai,3,4,123
762,Akasa Air,Pune,Bangalore,15,4,171
763,SpiceJet,Delhi,Kolkata,23,3,150
764,SpiceJet,Hyderabad,Kolkata,12,3,194
765,SpiceJet,Kolkata,Mumbai,21,1,155
766,Air India,Hyderabad,Hyderabad,19,4,173
767,Vistara,Hyderabad,Pune,17,4,173
768,Akasa Air,Mumbai,Chennai,13,1,136
769,SpiceJet,Kolkata,Hyderabad,17,4,194
770,Vistara,Pune,Kolkata,4,2,149
771,Akasa Air,Hyderabad,Pune,8,2,141
772,Akasa Air,Chennai,Chennai,2,2,162
773,SpiceJet,Mumbai,Chennai,7,4,146
774,SpiceJet,Delhi,Chennai,19,2,156
775,Air India,Hyderabad,Delhi,21,2,165
776,Vistara,Ahmedabad,Ahmedabad,9,1,154
777,Vistara,Hyderabad,Chennai,21,1,123
778,SpiceJet,Mumbai,Bangalore,18,3,199
779,Akasa Air,Pune,Mumbai,20,3,199
780,SpiceJet,Chennai,Kolkata,2,3,145
781,Akasa Air,Ahmedabad,Bangalore,10,3,138
782,Akasa Air,Delhi,Mumbai,10,1,164
783,SpiceJet,Ahmedabad,Hyderabad,16,1,145
784,Indigo,Hyderabad,Ahmedabad,15,1,141
785,Vistara,Pune,Hyderabad,6,2,177
786,Akasa Air,Kolkata,Mumbai,3,2,182
787,Akasa Air,Chennai,Bangalore,22,3,147
788,Indigo,Kolkata,Mumbai,18,2,184
789,Air India,Chennai,Chennai,11,4,163
790,Indigo,Delhi,Delhi,14,1,162
791,Indigo,Bangalore,Kolkata,10,3,156
792,Akasa Air,Chennai,Hyderabad,4,3,185
793,Vistara,Bangalore,Kolkata,4,4,136
794,Indigo,Kolkata,Delhi,14,2,159
795,Air India,Chennai,Chennai,17,3,157
796,SpiceJet,Delhi,Chennai,10,2,180
797,Indigo,Mumbai,Hyderabad,11,2,128
798,Indigo,Delhi,Hyderabad,1,4,196
799,Air India,Delhi,Chennai,19,3,194
800,Vistara,Mumbai,Pune,14,2,180
801,Indigo,Mumbai,Kolkata,19,2,199
802,Indigo,Pune,Ahmedabad,3,4,135
803,Vistara,Chennai,Delhi,21,4,121
804,Air India,Kolkata,Kolkata,17,2,191
805,Indigo,Pune,Delhi,5,4,162
806,Vistara,Mumbai,Pune,22,2,161
807,Indigo,Bangalore,Ahmedabad,18,3,196
808,SpiceJet,Kolkata,Bangalore,10,1,176
809,Akasa Air,Bangalore,Delhi,23,4,186
810,SpiceJet,Delhi,Kolkata,1,1,149
811,Indigo,Hyderabad,Mumbai,7,2,132
812,Air India,Delhi,Ahmedabad,10,2,138
813,Akasa Air,Delhi,Chennai,4,2,126
814,SpiceJet,Hyderabad,Chennai,17,1,128
815,Vistara,Chennai,Pune,22,2,173
816,Air India,Mumbai,Delhi,17,4,180
817,SpiceJet,Bangalore,Bangalore,13,3,121
818,Vistara,Delhi,Delhi,21,3,169
819,Indigo,Hyderabad,Chennai,9,4,194
820,Vistara,Pune,Hyderabad,2,3,150
821,SpiceJet,Delhi,Mumbai,8,1,152
822,SpiceJet,Bangalore,Ahmedabad,2,2,197
823,Indigo,Mumbai,Pune,10,2,199
824,Vistara,Delhi,Hyderabad,11,2,130
825,Vistara,Delhi,Kolkata,11,1,152
826,Indigo,Chennai,Bangalore,2,1,126
827,Vistara,Ahmedabad,Hyderabad,20,1,150
828,Indigo,Hyderabad,Kolkata,6,4,167
829,Air India,Pune,Hyderabad,13,1,166
830,SpiceJet,Pune,Bangalore,23,3,197
831,Air India,Kolkata,Ahmedabad,10,4,172
832,Akasa Air,Mumbai,Hyderabad,6,4,199
833,Akasa Air,Kolkata,Pune,20,4,138
834,Akasa Air,Bangalore,Chennai,9,1,125
835,Indigo,Mumbai,Delhi,10,4,168
836,Vistara,Delhi,Hyderabad,14,1,192
837,Air India,Ahmedabad,Pune,18,1,169
838,Air India,Delhi,Delhi,15,4,131
839,Air India,Pune,Ahmedabad,21,2,142
840,Air India,Bangalore,Kolkata,20,2,173
841,Akasa Air,Hyderabad,Delhi,19,4,188
842,Air India,Bangalore,Kolkata,11,2,178
843,Vistara,Delhi,Hyderabad,17,3,155
844,Akasa Air,Hyderabad,Pune,22,3,122
845,Air India,Bangalore,Chennai,12,1,177
846,Indigo,Ahmedabad,Hyderabad,4,2,174
847,SpiceJet,Ahmedabad,Kolkata,3,3,176
848,SpiceJet,Bangalore,Bangalore,13,4,136
849,SpiceJet,Hyderabad,Delhi,7,2,158
850,Akasa Air,Delhi,Hyderabad,8,3,187
851,Air India,Bangalore,Kolkata,18,3,174
852,Akasa Air,Hyderabad,Ahmedabad,2,4,164
853,Vistara,Chennai,Delhi,4,1,195
854,Indigo,Ahmedabad,Ahmedabad,20,4,120
855,Indigo,Chennai,Kolkata,17,1,140
856,SpiceJet,Delhi,Pune,0,3,140
857,SpiceJet,Hyderabad,Mumbai,7,1,171
858,SpiceJet,Chennai,Ahmedabad,18,3,162
859,Air India,Hyderabad,Hyderabad,16,3,171
860,Vistara,Bangalore,Chennai,16,2,186
861,Vistara,Delhi,Hyderabad,10,1,163
862,Vistara,Chennai,Delhi,1,1,151
863,Vistara,Kolkata,Pune,5,1,129
864,SpiceJet,Bangalore,Kolkata,21,4,183
865,Indigo,Ahmedabad,Bangalore,13,2,198
866,SpiceJet,Kolkata,Chennai,2,2,188
867,Vistara,Kolkata,Pune,11,2,187
868,SpiceJet,Mumbai,Ahmedabad,3,4,147
869,Vistara,Mumbai,Ahmedabad,11,1,172
870,Akasa Air,Delhi,Hyderabad,12,1,170
871,Indigo,Chennai,Bangalore,1,1,172
872,Akasa Air,Chennai,Pune,1,2,123
873,Air India,Chennai,Mumbai,14,2,198
874,SpiceJet,Hyderabad,Chennai,22,3,136
875,Air India,Bangalore,Delhi,16,4,186
876,SpiceJet,Chennai,Pune,6,4,193
877,Akasa Air,Bangalore,Pune,13,2,166
878,Vistara,Delhi,Mumbai,11,3,175
879,Vistara,Kolkata,Hyderabad,16,1,142
880,SpiceJet,Chennai,Kolkata,13,2,137
881,Vistara,Delhi,Kolkata,5,4,120
882,Akasa Air,Chennai,Chennai,18,4,154
883,Vistara,Mumbai,Chennai,23,4,183
884,Akasa Air,Pune,Delhi,5,1,177
885,Air India,Delhi,Pune,17,4,178
886,Akasa Air,Chennai,Bangalore,23,1,120
887,Indigo,Ahmedabad,Pune,4,1,122
888,Indigo,Pune,Kolkata,23,1,186
889,Indigo,Delhi,Delhi,23,2,156
890,SpiceJet,Ahmedabad,Pune,5,1,148
891,SpiceJet,Ahmedabad,Mumbai,1,3,152
892,SpiceJet,Hyderabad,Kolkata,7,4,180
893,Akasa Air,Ahmedabad,Pune,14,2,123
894,SpiceJet,Chennai,Pune,14,4,133
895,Air India,Hyderabad,Kolkata,10,1,152
896,Indigo,Mumbai,Bangalore,21,2,141
897,Akasa Air,Chennai,Kolkata,21,3,167
898,Indigo,Kolkata,Mumbai,23,1,122
899,SpiceJet,Ahmedabad,Mumbai,0,4,142
900,Akasa Air,Mumbai,Pune,17,3,187
901,Vistara,Pune,Chennai,11,1,140
902,Air India,Delhi,Bangalore,11,3,162
903,SpiceJet,Ahmedabad,Pune,10,1,145
904,SpiceJet,Bangalore,Kolkata,7,2,160
905,Air India,Mumbai,Pune,6,1,157
906,Air India,Bangalore,Delhi,22,2,130
907,Vistara,Ahmedabad,Delhi,20,1,148
908,SpiceJet,Bangalore,Chennai,1,1,179
909,SpiceJet,Ahmedabad,Bangalore,10,4,186
910,Indigo,Delhi,Hyderabad,21,3,184
911,Akasa Air,Pune,Ahmedabad,9,3,180
912,Akasa Air,Delhi,Delhi,2,3,138
913,Indigo,Chennai,Hyderabad,19,1,165
914,Akasa Air,Mumbai,Mumbai,9,1,168
915,Air India,Bangalore,Delhi,17,1,141
916,Akasa Air,Delhi,Delhi,13,2,197
917,Akasa Air,Ahmedabad,Bangalore,17,2,176
918,Indigo,Delhi,Chennai,23,4,133
919,Vistara,Delhi,Hyderabad,7,1,163
920,Akasa Air,Mumbai,Kolkata,9,3,135
921,Akasa Air,Pune,Delhi,21,3,196
922,Vistara,Kolkata,Delhi,12,4,131
923,Indigo,Delhi,Bangalore,20,3,174
924,Vistara,Mumbai,Bangalore,7,4,170
925,Indigo,Bangalore,Chennai,3,1,158
926,Air India,Ahmedabad,Hyderabad,3,3,152
927,Indigo,Chennai,Mumbai,4,1,152
928,Air India,Kolkata,Kolkata,0,2,148
929,Air India,Hyderabad,Chennai,16,3,188
930,Indigo,Kolkata,Ahmedabad,1,2,189
931,SpiceJet,Ahmedabad,Mumbai,7,3,150
932,Indigo,Kolkata,Pune,6,1,199
933,Akasa Air,Ahmedabad,Delhi,14,4,150
934,Akasa Air,Mumbai,Hyderabad,4,1,165
935,SpiceJet,Hyderabad,Chennai,1,1,196
936,Air India,Delhi,Delhi,6,1,171
937,SpiceJet,Delhi,Hyderabad,7,3,129
938,Akasa Air,Kolkata,Hyderabad,6,4,193
939,SpiceJet,Mumbai,Hyderabad,6,2,160
940,Indigo,Hyderabad,Delhi,13,1,196
941,SpiceJet,Delhi,Chennai,20,3,122
942,Air India,Bangalore,Kolkata,17,2,178
943,Indigo,Pune,Bangalore,5,1,171
944,Vistara,Pune,Delhi,3,2,153
945,Akasa Air,Delhi,Ahmedabad,9,1,168
946,Akasa Air,Hyderabad,Hyderabad,17,2,147
947,SpiceJet,Chennai,Chennai,11,2,132
948,Indigo,Delhi,Kolkata,15,4,188
949,Vistara,Chennai,Pune,6,4,186
950,Indigo,Chennai,Ahmedabad,5,1,180
951,Akasa Air,Ahmedabad,Mumbai,4,3,179
952,Indigo,Ahmedabad,Ahmedabad,2,4,190
953,Vistara,Hyderabad,Hyderabad,11,2,143
954,SpiceJet,Chennai,Pune,14,4,182
955,Air India,Bangalore,Bangalore,9,4,180
956,Indigo,Hyderabad,Kolkata,19,1,142
957,Air India,Delhi,Kolkata,18,4,149
958,Akasa Air,Kolkata,Hyderabad,15,4,179
959,SpiceJet,Bangalore,Ahmedabad,10,2,137
960,SpiceJet,Mumbai,Ahmedabad,7,4,175
961,Indigo,Pune,Kolkata,2,2,172
962,SpiceJet,Delhi,Pune,22,4,126
963,Indigo,Delhi,Hyderabad,6,4,188
964,Indigo,Delhi,Delhi,22,3,191
965,Air India,Bangalore,Chennai,6,4,198
966,SpiceJet,Mumbai,Pune,13,2,171
967,Indigo,Kolkata,Chennai,1,2,123
968,Air India,Hyderabad,Delhi,9,1,153
969,Vistara,Ahmedabad,Delhi,18,1,188
970,Air India,Mumbai,Chennai,8,3,152
971,Air India,Bangalore,Pune,15,2,188
972,Indigo,Delhi,Chennai,18,2,157
973,Akasa Air,Pune,Chennai,17,2,145
974,Akasa Air,Delhi,Mumbai,8,3,120
975,Akasa Air,Hyderabad,Pune,15,2,123
976,Air India,Chennai,Ahmedabad,12,1,158
977,Indigo,Pune,Ahmedabad,9,3,173
978,SpiceJet,Delhi,Mumbai,19,1,152
979,Air India,Kolkata,Hyderabad,13,1,152
980,Air India,Pune,Kolkata,11,3,191
981,Indigo,Chennai,Ahmedabad,18,4,139
982,Vistara,Ahmedabad,Chennai,6,4,135
983,Air India,Mumbai,Hyderabad,22,1,140
984,Vistara,Bangalore,Ahmedabad,14,4,164
985,Vistara,Ahmedabad,Pune,15,2,181
986,Akasa Air,Delhi,Chennai,7,3,150
987,Indigo,Hyderabad,Kolkata,9,1,161
988,Vistara,Mumbai,Hyderabad,3,2,131
989,Indigo,Ahmedabad,Ahmedabad,18,4,184
990,Akasa Air,Delhi,Ahmedabad,18,2,192
991,Indigo,Mumbai,Bangalore,20,4,122
992,Air India,Ahmedabad,Ahmedabad,14,1,128
993,Vistara,Hyderabad,Delhi,13,2,170
994,Indigo,Delhi,Chennai,0,3,135
995,SpiceJet,Chennai,Kolkata,15,1,197
996,Indigo,Chennai,Delhi,9,2,122
997,Vistara,Hyderabad,Mumbai,18,2,143
998,Akasa Air,Pune,Hyderabad,21,4,192
999,Akasa Air,Hyderabad,Ahmedabad,2,1,132
1000,Vistara,Pune,Mumbai,4,1,121
1001,Air India,Delhi,Kolkata,8,1,190
1002,Air India,Ahmedabad,Chennai,17,1,140
1003,Akasa Air,Pune,Delhi,10,4,138
1004,Akasa Air,Delhi,Delhi,15,3,166
1005,Vistara,Delhi,Hyderabad,1,1,141
1006,Air India,Kolkata,Chennai,11,4,194
1007,Akasa Air,Bangalore,Ahmedabad,21,3,152
1008,Air India,Delhi,Bangalore,5,3,151
1009,Akasa Air,Pune,Bangalore,10,4,183
1010,Indigo,Bangalore,Hyderabad,7,1,158
1011,SpiceJet,Bangalore,Chennai,11,3,191
1012,Indigo,Delhi,Hyderabad,1,1,161
1013,Akasa Air,Hyderabad,Chennai,8,1,128
1014,SpiceJet,Hyderabad,Kolkata,14,2,144
1015,SpiceJet,Chennai,Kolkata,1,1,121
1016,Akasa Air,Bangalore,Mumbai,0,2,138
1017,Akasa Air,Delhi,Ahmedabad,9,3,139
1018,Air India,Kolkata,Hyderabad,1,4,189
1019,Akasa Air,Hyderabad,Ahmedabad,11,2,136
1020,Vistara,Kolkata,Chennai,22,4,187
1021,Akasa Air,Delhi,Bangalore,7,3,122
1022,Vistara,Delhi,Ahmedabad,4,1,170
1023,Akasa Air,Ahmedabad,Chennai,21,3,145
1024,Air India,Bangalore,Kolkata,0,4,175
1025,Vistara,Ahmedabad,Chennai,14,3,183
1026,Indigo,Kolkata,Hyderabad,5,1,127
1027,Vistara,Ahmedabad,Mumbai,11,3,156
1028,Air India,Chennai,Mumbai,7,1,146
1029,Vistara,Bangalore,Mumbai,12,2,164
1030,Akasa Air,Mumbai,Mumbai,18,4,123
1031,Akasa Air,Ahmedabad,Kolkata,0,1,156
1032,Air India,Kolkata,Pune,10,1,190
1033,SpiceJet,Hyderabad,Ahmedabad,19,3,152
1034,Akasa Air,Hyderabad,Hyderabad,0,2,150
1035,Indigo,Hyderabad,Delhi,7,1,174
1036,Air India,Pune,Hyderabad,4,2,131
1037,Vistara,Delhi,Pune,16,2,130
1038,Vistara,Bangalore,Mumbai,7,3,191
1039,Indigo,Hyderabad,Pune,9,1,151
1040,Akasa Air,Mumbai,Bangalore,1,3,176
1041,Air India,Hyderabad,Bangalore,8,4,157
1042,Indigo,Chennai,Ahmedabad,23,4,179
1043,Akasa Air,Delhi,Kolkata,22,1,138
1044,Air India,Kolkata,Hyderabad,2,2,175
1045,Vistara,Delhi,Hyderabad,17,1,133
1046,Air India,Ahmedabad,Delhi,6,1,152
1047,SpiceJet,Kolkata,Kolkata,14,4,129
1048,Air India,Kolkata,Delhi,20,4,199
1049,SpiceJet,Ahmedabad,Bangalore,21,2,183
1050,Air India,Bangalore,Mumbai,19,2,183
1051,SpiceJet,Ahmedabad,Pune,17,1,181
1052,Vistara,Pune,Delhi,2,3,187
1053,Akasa Air,Kolkata,Chennai,22,1,162
1054,SpiceJet,Kolkata,Delhi,13,2,199
1055,SpiceJet,Ahmedabad,Mumbai,23,3,178
1056,Vistara,Bangalore,Mumbai,1,4,171
1057,SpiceJet,Hyderabad,Hyderabad,13,2,138
1058,Indigo,Chennai,Pune,21,2,140
1059,Vistara,Mumbai,Mumbai,10,3,141
1060,Indigo,Bangalore,Kolkata,15,2,128
1061,Vistara,Pune,Delhi,7,2,128
1062,SpiceJet,Bangalore,Delhi,6,2,192
1063,Indigo,Delhi,Bangalore,10,2,146
1064,SpiceJet,Hyderabad,Mumbai,2,2,136
1065,Vistara,Hyderabad,Chennai,16,2,163
1066,SpiceJet,Kolkata,Hyderabad,13,2,164
1067,Indigo,Hyderabad,Pune,5,2,127
1068,Indigo,Hyderabad,Chennai,7,4,199
1069,SpiceJet,Ahmedabad,Hyderabad,21,2,137
1070,Air India,Hyderabad,Delhi,4,4,152
1071,Vistara,Hyderabad,Chennai,7,4,120
1072,Vistara,Mumbai,Hyderabad,1,1,195
1073,SpiceJet,Pune,Delhi,14,1,125
1074,Air India,Kolkata,Delhi,11,4,160
1075,Indigo,Ahmedabad,Delhi,16,4,174
1076,Akasa Air,Hyderabad,Delhi,0,2,124
1077,Akasa Air,Kolkata,Kolkata,14,1,178
1078,SpiceJet,Pune,Delhi,13,3,199
1079,Air India,Ahmedabad,Bangalore,19,1,137
1080,Air India,Chennai,Chennai,21,4,168
1081,Vistara,Hyderabad,Hyderabad,15,4,184
1082,Indigo,Kolkata,Bangalore,8,2,173
1083,Air India,Bangalore,Kolkata,0,2,180
1084,Akasa Air,Ahmedabad,Ahmedabad,16,1,127
1085,Indigo,Ahmedabad,Ahmedabad,12,2,122
1086,Indigo,Kolkata,Bangalore,20,3,144
1087,SpiceJet,Hyderabad,Mumbai,20,3,188
1088,Air India,Delhi,Mumbai,4,2,174
1089,SpiceJet,Mumbai,Mumbai,9,3,159
1090,Air India,Bangalore,Pune,5,3,169
1091,Vistara,Bangalore,Mumbai,23,1,152
1092,SpiceJet,Delhi,Hyderabad,18,3,137
1093,SpiceJet,Hyderabad,Bangalore,12,4,176
1094,Akasa Air,Ahmedabad,Hyderabad,0,4,135
1095,SpiceJet,Ahmedabad,Chennai,19,1,199
1096,Air India,Mumbai,Mumbai,14,2,157
1097,Akasa Air,Bangalore,Kolkata,13,1,160
1098,SpiceJet,Mumbai,Pune,7,2,126
1099,SpiceJet,Bangalore,Chennai,9,2,197
1100,Vistara,Hyderabad,Kolkata,8,2,172
1101,SpiceJet,Chennai,Pune,16,2,182
1102,Indigo,Bangalore,Ahmedabad,8,2,151
1103,Akasa Air,Chennai,Chennai,2,1,157
1104,Indigo,Bangalore,Ahmedabad,10,2,141
1105,Akasa Air,Ahmedabad,Bangalore,11,3,135
1106,Vistara,Pune,Hyderabad,9,3,171
1107,SpiceJet,Hyderabad,Delhi,16,2,148
1108,SpiceJet,Delhi,Hyderabad,16,3,135
1109,SpiceJet,Chennai,Mumbai,10,4,195
1110,Akasa Air,Delhi,Ahmedabad,21,1,136
1111,SpiceJet,Hyderabad,Kolkata,3,1,183
1112,Indigo,Kolkata,Delhi,6,2,132
1113,SpiceJet,Delhi,Pune,20,2,191
1114,Vistara,Hyderabad,Ahmedabad,13,4,175
1115,Indigo,Ahmedabad,Bangalore,6,2,124
1116,SpiceJet,Delhi,Bangalore,23,3,131
1117,SpiceJet,Chennai,Ahmedabad,7,4,160
1118,Air India,Pune,Ahmedabad,0,3,122
1119,Akasa Air,Delhi,Ahmedabad,23,1,152
1120,Indigo,Chennai,Pune,21,3,169
1121,Air India,Bangalore,Mumbai,3,1,175
1122,Vistara,Hyderabad,Pune,11,3,128
1123,Akasa Air,Mumbai,Chennai,23,1,169
1124,Indigo,Kolkata,Kolkata,2,2,148
1125,SpiceJet,Ahmedabad,Ahmedabad,12,3,158
1126,Indigo,Mumbai,Kolkata,19,1,164
1127,SpiceJet,Ahmedabad,Mumbai,5,3,136
1128,Akasa Air,Hyderabad,Delhi,10,4,175
1129,SpiceJet,Ahmedabad,Pune,22,2,165
1130,Vistara,Pune,Mumbai,3,1,186
1131,SpiceJet,Delhi,Kolkata,19,4,188
1132,Vistara,Pune,Delhi,15,3,133
1133,Akasa Air,Mumbai,Pune,6,4,186
1134,Akasa Air,Kolkata,Bangalore,21,3,142
1135,Indigo,Chennai,Pune,10,2,180
1136,Vistara,Kolkata,Hyderabad,23,4,142
1137,Vistara,Hyderabad,Pune,0,2,146
1138,Air India,Hyderabad,Hyderabad,6,1,173
1139,Air India,Pune,Delhi,11,3,129
1140,Air India,Chennai,Pune,6,3,196
1141,SpiceJet,Pune,Delhi,22,2,135
1142,Air India,Delhi,Delhi,6,2,160
1143,Vistara,Bangalore,Kolkata,9,1,174
1144,SpiceJet,Chennai,Mumbai,15,4,180
1145,Akasa Air,Bangalore,Delhi,7,3,168
1146,Indigo,Kolkata,Delhi,8,3,192
1147,Air India,Delhi,Kolkata,8,1,171
1148,Akasa Air,Ahmedabad,Kolkata,1,1,121
1149,Vistara,Ahmedabad,Pune,12,2,169
1150,Indigo,Bangalore,Kolkata,12,2,162
1151,Akasa Air,Mumbai,Pune,22,4,196
1152,Indigo,Kolkata,Bangalore,22,1,127
1153,Air India,Bangalore,Kolkata,3,4,178
1154,Vistara,Delhi,Mumbai,23,1,184
1155,Indigo,Bangalore,Delhi,11,3,131
1156,Akasa Air,Hyderabad,Mumbai,16,1,123
1157,Air India,Pune,Hyderabad,1,1,196
1158,Air India,Mumbai,Ahmedabad,12,3,160
1159,Akasa Air,Hyderabad,Kolkata,17,1,126
1160,Akasa Air,Hyderabad,Delhi,14,4,188
1161,Indigo,Delhi,Mumbai,7,2,188
1162,SpiceJet,Pune,Kolkata,14,2,149
1163,Air India,Pune,Kolkata,0,4,192
1164,Indigo,Chennai,Ahmedabad,19,3,125
1165,Akasa Air,Kolkata,Bangalore,9,1,138
1166,Indigo,Mumbai,Bangalore,11,4,199
1167,Akasa Air,Kolkata,Delhi,4,2,185
1168,Vistara,Delhi,Hyderabad,8,2,129
1169,Akasa Air,Mumbai,Bangalore,22,4,135
1170,Akasa Air,Chennai,Ahmedabad,7,2,156
1171,Akasa Air,Bangalore,Bangalore,15,4,198
1172,SpiceJet,Hyderabad,Hyderabad,13,2,196
1173,Akasa Air,Mumbai,Mumbai,12,4,196
1174,Air India,Kolkata,Bangalore,22,1,151
1175,Air India,Hyderabad,Ahmedabad,20,1,166
1176,Indigo,Delhi,Pune,12,1,191
1177,SpiceJet,Kolkata,Ahmedabad,4,1,162
1178,Indigo,Bangalore,Chennai,15,2,155
1179,Air India,Delhi,Chennai,10,3,145
1180,Air India,Ahmedabad,Bangalore,21,4,129
1181,Vistara,Bangalore,Mumbai,4,3,150
1182,Akasa Air,Bangalore,Kolkata,12,2,148
1183,Air India,Hyderabad,Mumbai,10,2,124
1184,Indigo,Delhi,Ahmedabad,18,3,196
1185,Indigo,Delhi,Delhi,2,3,120
1186,Akasa Air,Mumbai,Pune,14,2,122
1187,Akasa Air,Kolkata,Mumbai,6,2,186
1188,Vistara,Ahmedabad,Hyderabad,6,4,190
1189,SpiceJet,Delhi,Ahmedabad,5,1,154
1190,Indigo,Mumbai,Pune,2,1,134
1191,Akasa Air,Ahmedabad,Chennai,12,4,186
1192,Indigo,Pune,Ahmedabad,6,3,149
1193,Akasa Air,Pune,Pune,4,2,194
1194,Air India,Ahmedabad,Hyderabad,22,3,162
1195,Indigo,Pune,Bangalore,17,1,179
1196,Air India,Chennai,Hyderabad,21,1,159
1197,Indigo,Delhi,Hyderabad,7,3,184
1198,SpiceJet,Chennai,Bangalore,16,1,148
1199,Vistara,Kolkata,Bangalore,19,2,193
1200,Air India,Delhi,Bangalore,0,4,138
